0,0_M1,1606859077.1583502,1606859080.1614869
0,0_R0,1606859081.1654055,1606859083.1673682
1,1_M0,1606859083.170986,1606859084.1723819
1,1_R1,1606859084.176289,1606859085.1773567
3,3_M0,1606859097.1994414,1606859100.2029223
