0,0_M0,1606859077.1580462,1606859081.1625082
0,0_R1,1606859081.1656768,1606859083.1673682
2,2_M0,1606859086.1810322,1606859091.1864104
2,2_M1,1606859086.1812701,1606859093.1884115
2,2_R0,1606859093.191654,1606859096.1952066
2,2_R1,1606859093.191953,1606859097.1967492
